ASIN,Order Number X (mm),Order Number Y (mm),Image Width,Text Width,Row Number,Left Preview Image X,Left Preview Image Y,Right Preview Image X,Right Preview Image Y,Left Snap Image X,Left Snap Image Y,Right Snap Image X,Right Snap Image Y,Left Text X,Left Text Y,Right Text X,Right Text Y
56914759170536,-96.548,279.736,80,75,1,285,243,405,243,45,243,165,243,45,243,165,243
56914759170536,-96.548,184.741,80,75,2,285,148,405,148,45,148,165,148,45,148,165,148
56914759170536,-96.548,89.741,80,75,3,285,54,405,54,45,54,165,54,45,54,165,54
56914759170536,-96.548,279.736,80,75,1,285,243,405,243,45,243,165,243,45,243,165,243
56914759170536,-96.548,184.741,80,75,2,285,148,405,148,45,148,165,148,45,148,165,148
56914759170536,-96.548,89.741,80,75,3,285,54,405,54,45,54,165,54,45,54,165,54
56914759170536,-96.548,279.736,80,75,1,285,243,405,243,45,243,165,243,45,243,165,243
56914759170536,-96.548,184.741,80,75,2,285,148,405,148,45,148,165,148,45,148,165,148
56914759170536,-96.548,89.741,80,75,3,285,54,405,54,45,54,165,54,45,54,165,54
